,title,name_structure,territory,url,theme,form,target,duration,keywords,difficulty,date,date_heure,live,synopsis,image,commentaire,question,good_answer,prop_1,prop_2,answer
02/09/2020 10:05:18,Une histoire globale des épidémies,Musée des Confluences,Rhône,https://www.facebook.com/museedesconfluences,"th1,th4,th6",f1,p5,t4,"covid-19, épidémie, santé, virus, microbes ",Curieux,03/10/2020,18:00:00,,"Toujours craintes, parfois diabolisées, les maladies infectieuses font partie intégrante de l’histoire de l’humanité. Mais comment se propagent-elles ? A quelles fréquences se déclenchent-elles ? Quels dégâts occasionnent-elles ? Pour tout savoir, suivez le live du Musée des Confluences !",https://drive.google.com/file/d/1qeKbaL3sm4lqtgcRrgIPG_RV-12pTocM/view?usp=sharing,,Quelle est l'épidémie la plus meurtrière à ce jour ?,L'épidémie de grippe espagnole (1918-1919),L'épidémie de peste noire (1347-1352),L'épidémie de grippe asiatique (1956-1957),"Particulièrement virulent, le virus de la grippe de 1918, dite grippe espagnole, a tué entre 20 et 50 millions de personnes dans le monde. Toutefois, en valeur relative, c'est l'épidémie de grande peste qui fut la plus meurtrière, puisqu'en 5 ans, elle aurait tué 30 à 50 % des Européens soit près de 25 millions de personnes."
02/09/2020 10:07:48,Construire le «monde d’après» ?,Musée des Confluences,Rhône,https://www.facebook.com/museedesconfluences,"th1,th4,th6",f1,p5,t4,"covid-19, épidémie, santé, virus, microbes ",Amateur,04/10/2020,16:00:00,,"Le Monde d’Après ? Au-delà du nouveau souffle apporté aux structures de santé à bout de force, le confinement lié à la Covid-19 a le mérite de nous ouvrir les yeux sur une société en crise. Mais faut-il s’attendre à des changements sociaux et économiques majeurs dans l’avenir ? Le musée des Confluences vous invite à débattre sur le sujet. Connectez-vous !",https://drive.google.com/file/d/1PQ3P3SqJGXLB2q6-32R4JFDZEANJMNpG/view?usp=sharing,,Savez-vous combien d’articles ont été publiés sur le Monde d’Après ?,Aucune idée ! ,1000,5000,On ne sait pas combien de publications ont abordé le “Monde d'Après” mais elles sont nombreuses ! Cette profusion de points de vue témoigne du fait que les crises sont aussi des occasions de se remettre en cause et de réfléchir à la façon de transformer notre société.
02/09/2020 10:44:27,Espèces de climats !,BIbliothèque universitaire Lyon 1,Rhône,https://especedeclimat.univ-lyon1.fr ,th1,f9,p2,t3,"changement climatique, faune, biodiversité",Curieux,,,False,"Les espèces animales et végétales dépendent du climat. Mais que se passe-t-il lorsqu'il change ? A suivre sur Internet, l'exposition vous fait découvrir les conséquences des modifications climatiques sur les écosystèmes depuis les temps préhistoriques jusqu'à aujourd'hui. Et demain, qu'attendre ?",https://drive.google.com/file/d/10urxUFD5SyEK1D57zIlQCIvObSRcKXfD/view?usp=sharing,,"Près de Lyon, il y a 150 millions d'années, on pouvait trouver :",Des étoiles de mer,Des hommes ,Des cheveaux,"Des étoiles de mer ! Il y a 150 millions d'années, la mer recouvrait une bonne partie de la France, dont Lyon. Aujourd'hui encore, on en trouve les traces fossilisées. Hommes et chevaux sont apparus beaucoup plus tard !"
02/09/2020 14:10:50,Comprendre le Vivant pour soigner l’Homme,Institut de Biologie et Chimie des Protéines (IBCP),Rhône,https://www.ibcp.fr/fr/landing-page-fr/ (lieu de RDV virtuel sur inscription),th4,f12,p4,t4,"bioinformatique, biologie cellulaire, cristallographie, thérapeutique",Curieux,09/10/2020,09:00:00,,"De l’échelle atomique à celle de la cellule, partez pour un voyage inédit au coeur du vivant. Trois ateliers animés par des chercheurs vous présenteront des approches de recherche complémentaires : la bioinformatique, la biologie structurale et la biologie cellulaire. Embarquement immédiat à l’IBCP !",https://drive.google.com/file/d/1i1H5zXPKboDbeUsZFPWmfUPfUZyqoHwp/view?usp=sharing,,Qu’est-ce que la bioinformatique ?,"Une discipline à l’interface entre biologie, informatique, mathématiques et physique.",La technologie qui vise à donner vie aux ordinateurs,L’ensemble des composants des outils informatiques issus de l’agriculture biologique,"La bioinformatique est un domaine de recherche qui analyse et interprète des données biologiques au moyen de technologies informatiques. Appelée aussi biologie in-silico, elle permet aussi de développer des modèles mathématiques et outils associés pour résoudre des problématiques biologiques."
02/09/2020 16:53:59,Géologie et utilisation des ressources naturelles : des cailloux tous les jours !,PNR Géoparc mondial UNESCO du Massif des Bauges,Savoie,www.evenements-parcdesbauges.com,th3,f1,p4,t4,"ressources, énergie, transition, écologie",Amateur,02/10/2020,20:00:00,,"Nos objets du quotidien sont composés de ressources provenant de notre planète. Dans un contexte où nos consommations peuvent mettre en péril des écosystèmes, le parc naturel du Massif des Bauges nous invite à mieux comprendre le cycle de vie de ces objets pour faire évoluer nos comportements. ",https://drive.google.com/file/d/1nTn1Or7Qgxowc7vG1iNkbZKpHjuBD9HC/view?usp=sharing,,"Qu'est-ce que le ""jour du dépassement"" ?",Le jour de l'année où les ressources consommées depuis le 1er janvier sont supérieures à celles produites par la Terre,Un film catastrophe de Steven Spielberg,"La journée mondiale qui, depuis 1993, célèbre l'effort personnel et le dépassement de soi","Chaque année, l’ONG Global Footprint Network calcule “le Jour du dépassement” ou Overshoot. En 2020, ce jour a été évalué au 22 août, date à partir de laquelle l'humanité a consommé plus que ce que la Terre peut produire en 1 an. Ainsi, pour subvenir à nos besoins, il faudrait 1,6 Terre ou consommer moins…"
03/09/2020 08:53:02,Derrière la porte du Muséum,Société d'Histoire Naturelle de Savoie,Savoie,https://www.facebook.com/search/top?q=soci%C3%A9t%C3%A9%20d%27histoire%20naturelle%20de%20savoie ,"th1,th3,th6",f2,p2,t2,"savoie, chambéry, muséum, sciences naturelles, botanique, protection de la nature, zoologie, géologie, histoire",Curieux,,,False,Connaissez-vous l’histoire du Muséum d’histoire naturelle de Chambéry et de la bâtisse qui l’abrite depuis 175 ans près du château des Ducs de Savoie ? Ce court-métrage vous convie à découvrir sa riche collection et sa contribution à la protection de l’environnement. Bienvenue dans une visite guidée pleine de surprises !,https://drive.google.com/file/d/1zTf3T5OpdORMKhXnUOYhGOYa06XVrFOC/view?usp=sharing,,Combien de spécimens compte la collection du Muséum de Chambéry ?,120 000,12 000,1 200 000,"Le muséum de Chambéry abrite quelque 120 000 spécimens d'animaux, mammifères, oiseaux, mollusques ou encore insectes, comme les lépidoptères, le département de la Savoie en comptant 75 % des espèces. Des minéraux et des fossiles complètent la collection."
03/09/2020 13:54:18,"Pacte spécial ""Fête de la Science""",Laboratoire Pacte,Isère,Youtube,th6,f14,p4,t2,"podcast, laboratoire, pacte",Amateur,,,False,"Comment les sciences sociales traitent-elles des enjeux environnementaux ? Pour le savoir, rendez-vous avec les chercheurs du laboratoire PACTE (CNRS, Université Grenoble Alpes et Sciences Po Grenoble). Suivez chaque jour, en live ou en podcast, la mini série de cinq interviews diffusées sur YouTube.  ",https://drive.google.com/file/d/1WULCUQ3V1cajVraoRWVtYwWYFAVKm1_S/view?usp=sharing,,Quelles disciplines font parties des sciences sociales ?,L’histoire,Les lettres,La philosophie,"La classification des disciplines évolue et il est difficile de donner le contour exact des sciences sociales. Généralement, elles regroupent les sciences qui s’intéressent à l'organisation des sociétés humaines et à leurs évolutions, comme la sociologie, l’histoire, les sciences politiques… Traditionnellement, les lettres et la philosophie ne sont pas considérées comme des sciences sociales."
03/09/2020 15:47:06,Paleopolis fête la science,Parc Paloepolis,Auvergne,https://www.youtube.com/user/Paleopolis03,"th3,th4","f2,f6,f9",p3,t4,"paléontologie, naturalistes, histoire des sciences",Curieux,10/10/2020,20:00:00,,"Pas la peine d’aller très loin pour découvrir des fossiles. Ils sont à portée de clic depuis Paléopolis. Participez à la visite guidée virtuelle et échangez en ligne avec les médiateurs scientifiques, qui vous confieront quelques anecdotes sur des grands noms de la paléontologie. ",https://drive.google.com/file/d/1Fs7JUDpB084DPC8JtJV8kXRIsFYGhiaD/view?usp=sharing,,"Quel était le climat du bassin de la Limagne (en Auvergne), il y a 23 millions d’années ?",Tropical,Désertique,Glaciaire,"Il y a 23 millions d’années, le bassin de la Limagne, où est situé le parc Paléopolis, était sous un climat tropical. Ses terres étaient occupées par une vaste étendue d’eaux saumâtres. C’est là que vivait un rhinocéros Diaceratherium lemanense, dont le squelette a été découvert en 1993 dans une carrière de Ganna"
03/09/2020 16:44:31,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"physique, particules, cosmos, infiniment grand, infiniment petit",Curieux,05/10/2020,10:00:00,,"Qu'est-ce que le métier de chercheur en physique des particules et astroparticules ? Pour stimuler les vocations, le laboratoire d'Annecy de physique des particules invite les scolaires à une conférence interactive. Posez vos questions à des chercheurs qui ont la tête dans les étoiles ! ",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,Laquelle de ces particules est une particule élémentaire ?,Le quark,Le baryton,L'atome,"Le quark est une des trois particules élémentaires avec le lepton et le boson, ce qui signifie qu'il ne comporte pas d'éléments plus petits le composant. L'atome n'est pas une particule élémentaire car il est fait de protons, de neutrons et d'électrons. Quant au baryton, c'est un chanteur à ne pas confondre avec le baryon !"
03/09/2020 16:48:22,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"particule, cosmos, univers",Curieux,06/10/2020,10:00:00,,"Pour vous qui voulez en savoir plus sur le Boson de Higgs, l’énergie noire et l’univers violent, un physicien se tient à votre disposition pour répondre en live à vos questions. Mais avant cela, écoutez-le éclairer quelques notions sur le cosmos et l’univers.",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Un “tétraquark à charme apparent”, quésaco ?",Une particule formée de 4 quarks liés dont un seul quark c,Une étrange et hypothétique particule élémentaire en forme de tétraèdre,Un tête-à-claque plutôt beau gosse,"Un quark est une particule élémentaire de la matière observable. Les scientifiques ont identifié six catégories de quarks, dont le quark c (pour “charm”). En septembre 2020, le LAPP a décrit pour la première fois un tétraquark contenant un seul quark c, qu’on appelle un “tétraquark à charme apparent”."
03/09/2020 16:51:31,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"particules, cosmos, univers",Curieux,07/10/2020,10:00:00,,"Pour vous qui voulez en savoir plus sur le Boson de Higgs, l’énergie noire et l’univers violent, un physicien se tient à votre disposition pour répondre en live à vos questions. Mais avant cela, écoutez-le éclairer quelques notions sur le cosmos et l’univers.",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Un “tétraquark à charme apparent”, quésaco ?",Une particule formée de 4 quarks liés dont un seul quark c,Une étrange et hypothétique particule élémentaire en forme de tétraèdre,Un tête-à-claque plutôt beau gosse,"Un quark est une particule élémentaire de la matière observable. Les scientifiques ont identifié six catégories de quarks, dont le quark c (pour “charm”). En septembre 2020, le LAPP a décrit pour la première fois un tétraquark contenant un seul quark c, qu’on appelle un “tétraquark à charme apparent”."
03/09/2020 16:54:03,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"particules, cosmos, univers",Curieux,08/10/2020,10:00:00,,"Pour vous qui voulez en savoir plus sur le Boson de Higgs, l’énergie noire et l’univers violent, un physicien se tient à votre disposition pour répondre en live à vos questions. Mais avant cela, écoutez-le éclairer quelques notions sur le cosmos et l’univers.",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Un “tétraquark à charme apparent”, quésaco ?",Une particule formée de 4 quarks liés dont un seul quark c,Une étrange et hypothétique particule élémentaire en forme de tétraèdre,Un tête-à-claque plutôt beau gosse,"Un quark est une particule élémentaire de la matière observable. Les scientifiques ont identifié six catégories de quarks, dont le quark c (pour “charm”). En septembre 2020, le LAPP a décrit pour la première fois un tétraquark contenant un seul quark c, qu’on appelle un “tétraquark à charme apparent”."
03/09/2020 16:57:22,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"particules, cosmos, univers",Curieux,,,False,"De l’infiniment petit à l’infiniment grand, un physicien vous invite à un envol dans le cosmos et l’univers. Une vidéo qui vous emmènera voyager au cœur des particules élémentaires ou de l’antimatière. ",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Qu'appelle-t-on ""l'univers violent"" ?","C’est là où des phénomènes violents ont lieu dans le cosmos, responsables d’ondes de chocs extrêmes",C’est aussi ce qu’on appelle le Big Bang,C’est le théâtre des batailles les plus violentes de la Guerre des Etoiles,"""L’univers violent"" est un endroit du cosmos où les phénomènes les plus violents ont lieu, comme la collision d’étoiles à neutron. Ce type d’événement engendre une déformation de l’espace-temps sous forme d’ondes gravitationnelles, qui ont été observées pour la première fois par le dispositif Virgo en 2017."
03/09/2020 16:59:30,Forum Mycélium,Mycorium Sauvage,Ardèche,https://www.mycoriumsauvage.com,"th1,th3","f1,f2,f8",p3,t3,"mycologie, agroécologie, champignons, exposition, vidéos, conférences, environnement, agriculture, techniques de culture ",Amateur,10/09/2020,14:00:00,,"Explorez l’univers des champignons, à travers recettes de cuisine, réhabilitation des sols pollués et production agricole, et participez aux conférences numériques, qui réuniront des spécialistes de la mycologie internationaux. Les champignons n’auront plus de secret !",https://drive.google.com/file/d/1BiqpSo2jxrBEwsNdxQ43_CQ06haToWJE/view?usp=sharing,,Mangeriez une omelette de... ?, Hydne sinué, Tricholoma magnivelare, Amanita muscaria,"Le Pied de Mouton (Hydne sinué) est comestible. Il appartient à une famille de champignons qui possèdent des aiguillons sous le chapeau, ce qui limite les risques de confusions malheureuses. L’Amanita muscaria est aussi appelée amanite tue-mouche et est toxique. Quant au Tricholoma magnivelare, il a une odeur de vieille chaussette !"
03/09/2020 16:59:41,Des particules au cosmos,LAPP/LAPTh,Haute-Savoie,,th3,"f1,f2",p3,t4,"particules, cosmos, univers",Curieux,,,False,"De l’infiniment petit à l’infiniment grand, un physicien vous invite à un envol dans le cosmos et l’univers. Une vidéo qui vous emmènera voyager au cœur des particules élémentaires ou de l’antimatière. ",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Qu'appelle-t-on ""l'univers violent"" ?","C’est là où des phénomènes violents ont lieu dans le cosmos, responsables d’ondes de chocs extrêmes",C’est aussi ce qu’on appelle le Big Bang,C’est le théâtre des batailles les plus violentes de la Guerre des Etoiles,"""L’univers violent"" est un endroit du cosmos où les phénomènes les plus violents ont lieu, comme la collision d’étoiles à neutron. Ce type d’événement engendre une déformation de l’espace-temps sous forme d’ondes gravitationnelles, qui ont été observées pour la première fois par le dispositif Virgo en 2017."
03/09/2020 22:56:46,Les nuits de la science : Fin du monde et jeux-vidéo,Doct'Auvergne,Auvergne,https://www.youtube.com/channel/UCU9JjbsCf5V2b7i4-w9wT4A,"th4,th6",f1,p3,t3,"conférence, question réponse,  jeunes chercheurs, jeux-vidéos, collapsologie ",Curieux,06/10/2020,20:00:00,,"Entre dérèglement climatique et crise sanitaire, on pourrait craindre que le monde s'écroule. Les jeux vidéo, comme The Walking Dead, Metro 2033 ou Fallout, l’ont déjà imaginé. Pour savoir comment la fin du monde est représentée dans les jeux, passez aux Nuits de la science le 6 octobre. ",https://drive.google.com/file/d/10edg_cDCamGxuRdo5IMnd_CNE6PHh11R/view?usp=sharing,,Qu’est-ce que la collapsologie ?,Un courant de pensée qui prévoit l'effondrement du monde tel qu'on le connaît aujourd’hui,La science pour créer des emplâtres à base de plantes médicinales,Une plateforme de visiophonie pour que des internautes dialoguent de manière aléatoire,"Popularisée en 2015 par l’ouvrage « Comment tout peut s’effondrer », de Pablo Servigne et Raphaël Stevens, la collapsologie est un nouveau mouvement de pensée, qui tire la sonnette d’alarme sur le possible effondrement de notre société… pour renaître meilleure ?"
03/09/2020 23:11:59,Les nuits de la science : phénomène de peur en neuroscience ,Doct'Auvergne,Auvergne,"conférence, rencontre jeune chercheur, neuroscience, peur",th4,f1,p3,t3,,Curieux,08/10/2020,20:00:00,,"Innée, acquise, salvatrice, paralysante… Qu'est-ce que la peur et comment les neurosciences l'expliquent-elles ? Pour le savoir, écoutez Noémie Mermet, jeune docteure en neurosciences, qui présentera ses recherches dans l’épisode 7 de la websérie ""les chercheurs se mettent à nu"".",https://drive.google.com/file/d/1W-kMNwMCUwGj9p6fjwGfvJ7dlH26_-EZ/view?usp=sharing,,Comment appelle-t-on la peur du noir ?,L'achluophobie, L’atélophobie, La chrométophobie,"Très courante chez les enfants, l'achulophobie est la peur du noir. L’atélophobie est la peur d'être imparfait. Quant à la chrométophobie, elle désigne la peur de rougir en public."
04/09/2020 09:45:44,Puy de Sciences,Université Clermont Auvergne et Associés,Auvergne,https://drv.uca.fr/mediation-br-des-sciences/sciences-a-l-ecole/fete-de-la-science,"th1,th2,th3,th4,th5,th6,th7","f2,f13",p3,t2,"collège, lycée, neurosciences, électricité, nutrition ",Amateur,,,False,"Plongez au cœur des laboratoires de l’Université Clermont Auvergne et Associés et devenez des “Puy de Sciences”. Neurosciences, électricité, nutrition… sont des sujets abordés par les enseignants-chercheurs dans les vidéos en accès libre dès le 2 octobre. Collégiens, lycéens, regardez : la science est partout ! ",https://drive.google.com/file/d/1y9_GJ5rzH6xpP4tvqzZIZljKnG6MJn3g/view?usp=sharing,,Connaissez-vous Ampère ?,C’est l’inventeur de l’électro-aimant,C'est le compère de Thomas Edison et d’Alessandro Volta,C’est celui qui a donné son nom à un breuvage âpre et désagréable,"André-Marie Ampère, né à Lyon le 20 janvier 1775, est un mathématicien, physicien, chimiste et philosophe français. Il a été membre de l'Académie des sciences, professeur à l'École polytechnique et au Collège de France, et fondateur de l’électromagnétisme."
04/09/2020 10:31:40,"A la découverte de l'Univers, des particules au cosmos",LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,"particules, cosmos, univers",Curieux,10/11/2020,17:00:00,,"Pour vous qui voulez en savoir plus sur le Boson de Higgs, l’énergie noire et l’univers violent, un physicien se tient à votre disposition pour répondre en live à vos questions. Mais avant cela, écoutez-le éclairer quelques notions sur le cosmos et l’univers.",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Un “tétraquark à charme apparent”, quésaco ?",Une particule formée de 4 quarks liés dont un seul quark c,Une étrange et hypothétique particule élémentaire en forme de tétraèdre,Un tête-à-claque plutôt beau gosse,"Un quark est une particule élémentaire de la matière observable. Les scientifiques ont identifié six catégories de quarks, dont le quark c (pour “charm”). En septembre 2020, le LAPP a décrit pour la première fois un tétraquark contenant un seul quark c, qu’on appelle un “tétraquark à charme apparent”."
04/09/2020 10:36:19,Des particules au cosmos,LAPP/LAPTh,Haute-Savoie,https://lapp.in2p3.fr/,th3,"f1,f2",p3,t4,,Curieux,11/10/2020,17:00:00,,"Pour vous qui voulez en savoir plus sur le Boson de Higgs, l’énergie noire et l’univers violent, un physicien se tient à votre disposition pour répondre en live à vos questions. Mais avant cela, écoutez-le éclairer quelques notions sur le cosmos et l’univers.",https://drive.google.com/file/d/1fgXX5XUycB9lz6AHHksS_CqXxxR-Xr90/view?usp=sharing,,"Un “tétraquark à charme apparent”, quésaco ?",Une particule formée de 4 quarks liés dont un seul quark c,Une étrange et hypothétique particule élémentaire en forme de tétraèdre,Un tête-à-claque plutôt beau gosse,"Un quark est une particule élémentaire de la matière observable. Les scientifiques ont identifié six catégories de quarks, dont le quark c (pour “charm”). En septembre 2020, le LAPP a décrit pour la première fois un tétraquark contenant un seul quark c, qu’on appelle un “tétraquark à charme apparent”."
04/09/2020 12:35:26,"Imaginascience, la battle",La Turbine sciences,Haute-Savoie,www.imaginascience.fr (en cours),"th6,th7",f1,p3,t3,"battle, bédéiste, bd, ",Curieux,07/10/2020,19:00:00,,"Pour découvrir cette édition des rencontres de l'image scientifique pour la jeunesse, suivez la battle opposant deux dessinateurs de BD. Un live total emporté par la créativité des artistes, coachés par un médiateur sur fond de musique pulsée par un DJ. Surprises et ambiance garantie !",https://drive.google.com/file/d/1VBXxR_jK_2BvuACtomzqL5Vqd0OkGbdJ/view?usp=sharing,,"Les albums de Tintin Objectif lune et On a marché sur la lune, ont été publiés avant l'alunissage de la fusée Apollo en 1969.",Vrai,Faux,,"Objectif Lune et On a marché sur la lune ont été prépubliés dans le journal Tintin sous la forme d’une seule et même histoire entre 1950 et 1953. Les parutions des albums Objectif Lune et On a marché sur la lune datent respectivement en 1953 et 1954, soit plus de 15 ans avant que Neil Armstrong ne pose, pour la première fois dans l’histoire de l’humanité, un pied sur la lune !"
04/09/2020 13:31:43,"Imaginascience, ressources",La Turbine sciences,Haute-Savoie,www/imaginascience.fr,"th6,th7","f2,f5,f9",p3,t2,"ressources, imaginascience, bd",Curieux,,,False,"Soyez les témoins privilégiés de rencontres rares entre scientifiques et… dessinateurs de BD ! Parcourez les interviews de chercheurs annéciens, croquées par le coup de crayon d’une bédéiste parisienne ! Apprenez les sciences, vulgarisées en bande dessinées ! Entre recherche et BD, l’alchimie opère.",https://drive.google.com/file/d/18iZzMQOqgzNNjoCO0edV7DB-zd7DXHc9/view?usp=sharing,,Quelle a été l’occupation de l’illustrateur Jim Jourdane durant tout le confinement ?, Il a dessiné des BD sur des chercheurs, Il a tricoté des masques antiCovid19, Il a fabriqué des visières en impression 3D,"“Scientifiques en confinement” est une série de planches de BD, spécialement conçue par Jim Jourdane pendant le confinement. Trente-et-un portraits de chercheurs ont ainsi été croqués : archéologue, biologiste marine, physicienne quantique,… jusqu’au climatologue."
04/09/2020 15:06:43,Sur les traces des animaux sauvages de Haute-Savoie,OSCAR,Haute-Savoie,www.oscar-rumilly.fr,th1,f1,p2,t3,"animaux, nature, sauvage, haute-savoie, fne, environnement",Amateur,07/10/2020,14:00:00,,"Nous sommes tous tombés, un jour de promenade, sur un terrier, une empreinte, une plume... Mais quelle déception de ne pas savoir interpréter ces traces de vie sauvage ! L'OSACR vous propose de découvrir en live les méthodes des naturalistes pour les mettre en pratique lors de vos prochaines balades.",https://drive.google.com/file/d/1v-ruilRNox-nwhSfGx0gM0Xsyp20DgKs/view?usp=sharing,,Quel animal sauvage peut voir en Haute-Savoie ?, Le gypaète barbu,L'ours,Le dahu,"Le gypaète barbu est un grand vautour nichant dans les falaises. On peut aussi admirer bouquetins, chamois, marmottes ou cerfs et, plus difficilement, loups et lynx, et bien d'autres encore. L'ours a disparu des Alpes en 1937. Quant au dahu, c'est bien un animal de légende !"
04/09/2020 15:13:46,On est pas bien là ?,OSCAR,Haute-Savoie,www.oscar-rumilly.fr,th1,f7,p2,t3,"conférence théâtralisée, improvisation, expériences",Amateur,07/10/2020,17:00:00,,"Oyez Oyez jeune public ! Les Zimprobables expériences du docteur Bob et Fred vous convient à échanger en “direct et sans trucage” autour d’une question : « Quelle est la place de l’homme dans la nature ? ». Du live, de l'humour et les science abordées dans les fous rires et la bonne humeur ! ",https://drive.google.com/file/d/1usASZQ_cDj821ZieNUwlJEV5kuibj8bU/view?usp=sharing,,Qui est Fred ?, L’assistant de Bob,L'acolyte de Jamy,Le voisin d’à côté,"Tout le monde connaît Fred, le complice de Jamy de “C’est pas Sorcier” mais il ne sera pas à la Fête de la science AuRA 2020 100 % numérique. Là, on parle de l’assistant du docteur Bob, un grand scientifique. Ensemble, ils ont créé le premier “Live Science Show !”, un spectacle d’improvisation pour enfants. Quant à Fred le voisin, vous le connaissez ?"
04/09/2020 17:07:00,Plongée dans le réseau électrique du futur,SuperGrid Institute,Rhône,popsciences.universite-lyon.fr ,"th1,th2,th5","f2,f6",p3,t2,"enfant, public, adolescent, famille, énergie renouvelable, électricité, écologie, réseau électrique, recherche, changement climatique, nouvelles technologies, vert, éolienne, hydraulique, métiers scientifiques, hvdc, haut tension, transition énergétique, inventions, supergrid, énergie renouvelable, ingénieur, scientifique, visite",Amateur,,,False,"À quoi ressemblera le réseau électrique de demain ? La question est cruciale et complexe tant les sources d’énergies sont amenées à se diversifier, impactant leur stockage, leur économie, leur distribution… Pour des réponses, visitez le centre de recherche et d’innovation du SuperGrid Institute !",https://drive.google.com/file/d/1BAlVDN_82Czu9qHtgWZpcq2iCOheNjOG/view?usp=sharing,,"En France, 99 % du stockage de l’électricité se fait :",Avec de l’eau,Avec des batteries,Par volant d’inertie,"99 % du stockage de l’électricité se fait en utilisant le surplus d’électricité pour remonter de l’eau dans les barrages, eau qui est turbinée en cas de besoin. On transforme ainsi le surplus d’électricité en ""énergie potentielle de gravitation"". Moins utilisé, le volant d’inertie est aussi une technique pour stocker l’électricité sous forme d’énergie cinétique."
04/09/2020 17:14:45,Plongée dans les réseaux électriques du futur,SuperGrid Institute,Rhône,« Connexion via le dispositif « Ma Classe à la Maison » du CNED,"th1,th2,th5","f2,f6,f15",p4,t3,"enfant, scolaire, énergie renouvelable, électricité, écologie, réseau électrique, recherche, changement climatique, nouvelles technologies, vert, éolienne, hydraulique, métiers scientifiques, hvdc, haut tension, transition énergétique, inventions, supergrid, énergie renouvelable, métiers, scientifique, ingénieur, technicien",Amateur,,,False,Savez-vous que l’on peut recréer des chocs de foudre en laboratoire ? C’est une des expériences incroyables réalisées sur les grands équipements du SuperGrid Institute. L’objectif ? Développer le réseau électrique futur. Comment ? Regardez le webinaire interactif et questionnez les experts ! ,https://drive.google.com/file/d/1BAlVDN_82Czu9qHtgWZpcq2iCOheNjOG/view?usp=sharing,,Quelle est la puissance d’un choc de foudre ?,Plusieurs millions de volts,Plusieurs centaines de milliers de volts,Plusieurs milliers de volts,"Un choc de foudre provoque une surtension de plusieurs millions de volts ! Par comparaison, les prises de courant domestiques ont une tension de 230 volts et un chargeur de téléphone dispose d'une tension de 5 volts. Le SuperGrid Institute est capable de recréer la puissance de la foudre pour tester des équipements à destination des réseaux électriques."
05/09/2020 08:50:44,Partez à la découverte de la spiruline !,Spiruline des Monts d'Ardèche,Ardèche,https://ardeche-spiruline.com/2020/05/09/conferences/,"th1,th4",f1,p3,t4,"spiruline, algue bleue, cyanobactérie, micro-algue, super-aliment",Curieux,21/09/2020,18:00:00,,"Présente sur Terre depuis des milliards d’années, la spiruline est une bactérie photosynthétique microscopique bleu-vert qui, séchée et broyée, est utilisée comme complément alimentaire. Mais comment est-elle produite, transformée et consommée ? Des producteurs ardéchois vous expliquent tout !",https://drive.google.com/file/d/10fXxUn02whb_cHo9MFRZ1WRTDhkri6a7/view?usp=sharing,,"La spiruline, bactérie utilisée comme complément alimentaire, était déjà consommée par :",Les Aztèques,Les Égyptiens,Les Grecs,"Les Aztèques consommaient de la spiruline, probablement dès le 14e siècle. Elle était récoltée à la surface du lac Texcoco, puis séchée pour confectionner une sorte galette au goût de fromage."
